
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #23 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #15 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
MOSEK warning 710: #18 (nearly) zero elements are specified in sparse col '' (26) of matrix 'A'.
MOSEK warning 710: #19 (nearly) zero elements are specified in sparse col '' (27) of matrix 'A'.
MOSEK warning 710: #19 (nearly) zero elements are specified in sparse col '' (28) of matrix 'A'.
MOSEK warning 710: #18 (nearly) zero elements are specified in sparse col '' (29) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (31) of matrix 'A'.
MOSEK warning 710: #15 (nearly) zero elements are specified in sparse col '' (32) of matrix 'A'.
MOSEK warning 710: #14 (nearly) zero elements are specified in sparse col '' (33) of matrix 'A'.
MOSEK warning 710: #8 (nearly) zero elements are specified in sparse col '' (34) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 1810            
  Cones                  : 1               
  Scalar variables       : 1155            
  Matrix variables       : 0               
  Integer variables      : 576             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 10.15
Presolved problem: 1143 variables, 657 constraints, 22472 non-zeros
Presolved problem: 0 general integer, 565 binary, 578 continuous
Clique table size: 633
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        0        0        NA                   5.2781268679e+01     NA          12.8  
0        1        0        0        2.8152311519e+02     5.2781268679e+01     81.25       20.3  
Cut generation started.
0        2        0        0        2.8152311519e+02     5.2781268679e+01     81.25       23.3  
Cut generation terminated. Time = 1.83
15       18       16       3        2.8152311519e+02     5.2948336141e+01     81.19       33.8  
31       34       32       4        2.8152311519e+02     5.3035409286e+01     81.16       35.9  
63       66       60       5        2.8152311519e+02     5.3156430501e+01     81.12       39.5  
121      124      112      6        2.8152311519e+02     5.3170508421e+01     81.11       44.5  
188      192      175      6        2.8152311519e+02     5.3170508421e+01     81.11       48.8  
324      332      311      7        2.8152311519e+02     5.3232314758e+01     81.09       52.6  
612      623      597      12       2.8152311519e+02     5.3443769683e+01     81.02       60.6  
1188     1183     1005     10       2.8152311519e+02     5.3443769683e+01     81.02       76.7  
2124     2054     1311     12       2.8152311519e+02     5.4967101242e+01     80.48       92.8  
3420     3285     2017     24       2.7986435885e+02     5.8630735771e+01     79.05       119.8 
5432     5200     3419     18       2.7954781928e+02     6.0139867648e+01     78.49       155.5 
7648     7277     4797     21       2.7954781928e+02     6.0139867648e+01     78.49       194.4 
9801     9351     6086     62       2.7954781928e+02     6.0360662292e+01     78.41       232.2 
11985    11421    7356     42       2.7954781928e+02     6.0607693018e+01     78.32       269.1 
14143    13483    8664     79       2.7954781928e+02     6.0643307970e+01     78.31       303.3 
16331    15543    10066    80       2.7954781928e+02     6.0791756017e+01     78.25       339.2 
18498    17609    11479    77       2.7954781928e+02     6.0825781317e+01     78.24       373.0 
20638    19668    12933    39       2.7954781928e+02     6.1073279343e+01     78.15       408.7 
22825    21731    14260    94       2.7954781928e+02     6.1349720901e+01     78.05       441.3 
25009    23798    15704    77       2.7954781928e+02     6.1560289448e+01     77.98       475.9 
27175    25861    17054    52       2.7954781928e+02     6.1579528337e+01     77.97       509.4 
29295    27921    18426    120      2.7954781928e+02     6.2680642320e+01     77.58       541.9 
31435    29989    19806    77       2.7954781928e+02     6.3762165342e+01     77.19       574.4 
33653    32057    21208    45       2.7954781928e+02     6.3940385505e+01     77.13       607.5 
35816    34121    22601    58       2.7954781928e+02     6.3940385505e+01     77.13       640.1 
37993    36193    23948    146      2.7954781928e+02     6.4827463739e+01     76.81       676.2 
40192    38262    25353    157      2.7954781928e+02     7.0968786309e+01     74.61       712.5 
42428    40317    26675    178      2.7954781928e+02     7.1809951122e+01     74.31       747.7 
44649    42387    28028    73       2.7954781928e+02     7.1987734541e+01     74.25       778.4 
46812    44386    29379    73       2.7953707339e+02     7.2074044920e+01     74.22       814.1 
49041    46457    30732    66       2.7953707339e+02     7.2449272189e+01     74.08       847.3 
51260    48526    32171    65       2.7953707339e+02     7.2758842049e+01     73.97       879.5 
53531    50593    33530    84       2.7953707339e+02     7.2790500565e+01     73.96       911.2 
55765    52661    34928    93       2.7953707339e+02     7.2977709119e+01     73.89       942.2 
58030    54731    36303    50       2.7953707339e+02     7.3381463406e+01     73.75       971.4 
60283    56802    37746    60       2.7953707339e+02     7.3432841365e+01     73.73       1004.1
62538    58871    39127    68       2.7953707339e+02     7.3533992674e+01     73.69       1035.9
64850    60941    40473    25       2.7953707339e+02     7.3778329862e+01     73.61       1068.1
67105    63010    41960    72       2.7953707339e+02     7.3891527511e+01     73.57       1101.4
69344    65082    43369    44       2.7953707339e+02     7.4027061112e+01     73.52       1135.1
71631    67150    44708    63       2.7936340267e+02     7.4229296943e+01     73.43       1167.1
73876    69214    46027    44       2.7936340267e+02     7.4338671951e+01     73.39       1202.7
76137    71285    47392    54       2.7936340267e+02     7.4456239933e+01     73.35       1235.1
78404    73357    48823    77       2.7936340267e+02     7.4538060220e+01     73.32       1269.3
80687    75430    50168    35       2.7936340267e+02     7.4774371695e+01     73.23       1301.5
82909    77500    51586    35       2.7936340267e+02     7.4811134277e+01     73.22       1332.9
85111    79523    52988    114      2.7923036221e+02     7.5085612404e+01     73.11       1366.9
87371    81600    54402    101      2.7923036221e+02     7.5101040130e+01     73.10       1396.9
89647    83668    55732    95       2.7923036221e+02     7.5326591778e+01     73.02       1429.5
91885    85734    57220    91       2.7923036221e+02     7.5595000522e+01     72.93       1465.7
94158    87800    58597    78       2.7923036221e+02     7.5753904135e+01     72.87       1497.7
96451    89874    59910    80       2.7923036221e+02     7.5840746171e+01     72.84       1528.3
98707    91942    61240    69       2.7923036221e+02     7.5840746171e+01     72.84       1559.5
101001   94001    62572    96       2.7923036221e+02     7.6169361658e+01     72.72       1592.1
103289   96068    63946    112      2.7923036221e+02     7.6279227796e+01     72.68       1621.9
105543   98140    65328    118      2.7923036221e+02     7.6462402304e+01     72.62       1650.5
