
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #22 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #20 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
MOSEK warning 710: #21 (nearly) zero elements are specified in sparse col '' (26) of matrix 'A'.
MOSEK warning 710: #20 (nearly) zero elements are specified in sparse col '' (27) of matrix 'A'.
MOSEK warning 710: #18 (nearly) zero elements are specified in sparse col '' (29) of matrix 'A'.
MOSEK warning 710: #16 (nearly) zero elements are specified in sparse col '' (30) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (31) of matrix 'A'.
MOSEK warning 710: #14 (nearly) zero elements are specified in sparse col '' (32) of matrix 'A'.
MOSEK warning 710: #14 (nearly) zero elements are specified in sparse col '' (33) of matrix 'A'.
MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (34) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 1810            
  Cones                  : 1               
  Scalar variables       : 1155            
  Matrix variables       : 0               
  Integer variables      : 576             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 4.77
Presolved problem: 1143 variables, 657 constraints, 22472 non-zeros
Presolved problem: 0 general integer, 565 binary, 578 continuous
Clique table size: 515
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        0        0        NA                   5.1823183338e+01     NA          6.6   
Cut generation started.
0        2        0        0        NA                   5.1823183686e+01     NA          14.7  
Cut generation terminated. Time = 2.57
15       19       12       3        NA                   5.2211844591e+01     NA          20.5  
35       35       18       4        NA                   5.2449278912e+01     NA          23.1  
55       54       30       4        NA                   5.2841646123e+01     NA          25.4  
74       73       39       4        NA                   5.3152158827e+01     NA          27.3  
98       93       41       4        NA                   5.3676001642e+01     NA          29.3  
119      114      60       4        NA                   5.3676001642e+01     NA          31.1  
155      146      84       4        NA                   5.6642163963e+01     NA          33.6  
207      197      118      4        NA                   5.9290648754e+01     NA          38.3  
251      241      154      4        NA                   5.9290648754e+01     NA          39.9  
343      334      234      12       NA                   5.9361218646e+01     NA          43.3  
559      557      412      15       NA                   5.9518757957e+01     NA          47.5  
919      903      662      19       NA                   5.9840941829e+01     NA          55.1  
1567     1544     1076     26       NA                   5.9840941829e+01     NA          65.1  
2575     2354     1358     36       2.5665415891e+02     5.9840941829e+01     76.68       75.5  
3871     3574     2088     17       2.5581001109e+02     5.9969619589e+01     76.56       94.3  
5938     5549     3619     31       2.5581001109e+02     5.9988490965e+01     76.55       122.9 
8140     7618     5077     40       2.5581001109e+02     6.0028740352e+01     76.53       153.2 
10289    9690     6606     45       2.5581001109e+02     6.0269318116e+01     76.44       181.7 
12487    11744    7902     51       2.5581001109e+02     6.0701002692e+01     76.27       209.1 
14625    13802    9484     64       2.5581001109e+02     6.0824413618e+01     76.22       237.8 
16757    15864    10888    68       2.5581001109e+02     6.1003311455e+01     76.15       264.3 
18937    17927    12260    49       2.5581001109e+02     6.1194460329e+01     76.08       290.2 
21043    19994    13830    42       2.5581001109e+02     6.1450500667e+01     75.98       317.0 
23210    22055    15175    47       2.5581001109e+02     6.2658727908e+01     75.51       341.2 
25387    24112    16660    73       2.5581001109e+02     6.3064437291e+01     75.35       366.3 
27588    26170    17989    88       2.5581001109e+02     6.3392273961e+01     75.22       392.7 
29782    28233    19329    119      2.5581001109e+02     6.4619251787e+01     74.74       420.5 
31984    30290    20623    82       2.5581001109e+02     6.5384626366e+01     74.44       442.9 
34173    32357    22060    36       2.5581001109e+02     6.6626557353e+01     73.95       467.6 
36381    34412    23456    82       2.5581001109e+02     6.8719591956e+01     73.14       494.3 
38606    36477    24805    76       2.5581001109e+02     6.8840707660e+01     73.09       519.4 
40787    38490    26124    97       2.5581001109e+02     6.9882344233e+01     72.68       546.5 
43018    40551    27385    76       2.5581001109e+02     7.0720717834e+01     72.35       568.9 
45172    42621    28949    116      2.5581001109e+02     7.0720717834e+01     72.35       592.6 
47396    44694    30457    63       2.5581001109e+02     7.1161252256e+01     72.18       615.1 
49593    46759    31776    77       2.5581001109e+02     7.1607338189e+01     72.01       636.7 
51741    48820    33232    42       2.5581001109e+02     7.1607338189e+01     72.01       661.7 
53955    50890    34696    61       2.5581001109e+02     7.1850978734e+01     71.91       689.2 
56112    52955    36243    89       2.5581001109e+02     7.1850978734e+01     71.91       718.1 
58312    55026    37727    126      2.5581001109e+02     7.2429192047e+01     71.69       747.3 
60462    57093    39221    67       2.5581001109e+02     7.2625837907e+01     71.61       778.3 
62641    59152    40524    101      2.5581001109e+02     7.2670633362e+01     71.59       806.6 
64799    61217    41966    105      2.5581001109e+02     7.2859751507e+01     71.52       838.4 
66952    63285    43427    126      2.5581001109e+02     7.2981104324e+01     71.47       868.4 
69108    65342    44777    68       2.5581001109e+02     7.3009375175e+01     71.46       899.0 
71281    67402    46304    130      2.5581001109e+02     7.3381652552e+01     71.31       929.9 
73461    69457    47730    50       2.5581001109e+02     7.3388508338e+01     71.31       958.1 
75571    71465    49190    77       2.5581001109e+02     7.3729158435e+01     71.18       994.5 
77815    73534    50542    55       2.5581001109e+02     7.3731083237e+01     71.18       1021.8
80011    75594    52016    31       2.5581001109e+02     7.3820900760e+01     71.14       1054.4
82227    77662    53342    34       2.5581001109e+02     7.3838513433e+01     71.14       1084.6
84416    79727    54843    58       2.5581001109e+02     7.4226721722e+01     70.98       1117.0
86644    81795    56231    56       2.5581001109e+02     7.4387210420e+01     70.92       1149.7
88881    83848    57664    79       2.5581001109e+02     7.4539605177e+01     70.86       1182.0
91125    85912    59036    49       2.5581001109e+02     7.4602666724e+01     70.84       1211.6
93387    87978    60468    121      2.5581001109e+02     7.4816927707e+01     70.75       1241.4
95638    90043    61847    44       2.5581001109e+02     7.4892540764e+01     70.72       1269.5
97864    92107    63283    57       2.5581001109e+02     7.5047365239e+01     70.66       1298.8
100099   94175    64690    74       2.5581001109e+02     7.5088849612e+01     70.65       1327.9
102330   96231    66041    113      2.5581001109e+02     7.5089687811e+01     70.65       1353.6
104547   98293    67370    78       2.5581001109e+02     7.5289305932e+01     70.57       1377.5
106755   100352   68816    119      2.5581001109e+02     7.5407678897e+01     70.52       1403.1
108932   102420   70383    88       2.5581001109e+02     7.5577402315e+01     70.46       1428.5
111151   104481   71800    124      2.5581001109e+02     7.5616019984e+01     70.44       1458.0
113328   106490   73215    142      2.5581001109e+02     7.5823673447e+01     70.36       1489.5
115596   108548   74593    56       2.5581001109e+02     7.5986605513e+01     70.30       1521.4
117842   110603   75957    132      2.5581001109e+02     7.6104341577e+01     70.25       1554.2
120054   112665   77389    181      2.5581001109e+02     7.6146867959e+01     70.23       1585.7
122283   114731   78804    134      2.5581001109e+02     7.6146867959e+01     70.23       1617.0
124511   116798   80308    76       2.5581001109e+02     7.6441718763e+01     70.12       1648.0
126786   118864   81637    99       2.5581001109e+02     7.6441718763e+01     70.12       1679.2
129033   120937   83104    58       2.5581001109e+02     7.6664941647e+01     70.03       1713.1
131300   123014   84537    67       2.5581001109e+02     7.6768597682e+01     69.99       1746.9
133554   125088   86041    72       2.5581001109e+02     7.6886394008e+01     69.94       1778.7
135817   127167   87436    52       2.5581001109e+02     7.6952170784e+01     69.92       1810.9
138067   129243   88870    47       2.5581001109e+02     7.7057907718e+01     69.88       1842.4
140343   131314   90196    60       2.5581001109e+02     7.7114491644e+01     69.85       1872.7
142625   133378   91584    76       2.5581001109e+02     7.7178142292e+01     69.83       1904.9
144879   135455   92968    60       2.5581001109e+02     7.7185279870e+01     69.83       1936.3
147154   137524   94303    70       2.5581001109e+02     7.7267033538e+01     69.80       1968.3
149474   139594   95635    53       2.5581001109e+02     7.7332164090e+01     69.77       1999.4
151749   141667   97070    63       2.5581001109e+02     7.7407720657e+01     69.74       2030.5
153958   143683   98479    25       2.5581001109e+02     7.7471961654e+01     69.72       2062.8
156197   145756   99956    49       2.5581001109e+02     7.7515620087e+01     69.70       2095.0
158439   147824   101260   110      2.5581001109e+02     7.7523706775e+01     69.69       2124.0
160668   149889   102601   82       2.5581001109e+02     7.7638586301e+01     69.65       2156.0
162876   151966   103987   87       2.5581001109e+02     7.7686709362e+01     69.63       2187.8
165107   154038   105402   106      2.5581001109e+02     7.7721233760e+01     69.62       2218.7
167313   156108   106838   57       2.5581001109e+02     7.7775100697e+01     69.60       2250.0
169543   158179   108272   48       2.5581001109e+02     7.7831698708e+01     69.57       2278.7
171783   160252   109704   68       2.5581001109e+02     7.7846521138e+01     69.57       2309.5
174044   162326   111151   98       2.5581001109e+02     7.7924451580e+01     69.54       2339.2
176314   164403   112589   118      2.5581001109e+02     7.8015152944e+01     69.50       2370.6
178582   166482   113985   62       2.5581001109e+02     7.8054712448e+01     69.49       2402.1
180808   168552   115311   28       2.5581001109e+02     7.8104545171e+01     69.47       2433.3
183072   170623   116711   46       2.5581001109e+02     7.8177213762e+01     69.44       2463.3
185328   172691   118091   59       2.5581001109e+02     7.8210338269e+01     69.43       2493.3
187600   174760   119437   66       2.5581001109e+02     7.8230776854e+01     69.42       2524.7
189805   176831   120828   41       2.5581001109e+02     7.8289838753e+01     69.40       2554.1
192066   178904   122263   40       2.5581001109e+02     7.8334779974e+01     69.38       2582.8
194316   180978   123667   35       2.5566219051e+02     7.8390630147e+01     69.34       2611.3
196498   182995   125019   73       2.5566219051e+02     7.8435852835e+01     69.32       2643.1
