
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #29 (nearly) zero elements are specified in sparse col '' (30) of matrix 'A'.
MOSEK warning 710: #28 (nearly) zero elements are specified in sparse col '' (31) of matrix 'A'.
MOSEK warning 710: #27 (nearly) zero elements are specified in sparse col '' (32) of matrix 'A'.
MOSEK warning 710: #26 (nearly) zero elements are specified in sparse col '' (33) of matrix 'A'.
MOSEK warning 710: #25 (nearly) zero elements are specified in sparse col '' (34) of matrix 'A'.
MOSEK warning 710: #24 (nearly) zero elements are specified in sparse col '' (35) of matrix 'A'.
MOSEK warning 710: #23 (nearly) zero elements are specified in sparse col '' (36) of matrix 'A'.
MOSEK warning 710: #22 (nearly) zero elements are specified in sparse col '' (37) of matrix 'A'.
MOSEK warning 710: #21 (nearly) zero elements are specified in sparse col '' (38) of matrix 'A'.
MOSEK warning 710: #20 (nearly) zero elements are specified in sparse col '' (39) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 2803            
  Cones                  : 1               
  Scalar variables       : 1803            
  Matrix variables       : 0               
  Integer variables      : 900             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 5.01
Presolved problem: 1788 variables, 1002 constraints, 43232 non-zeros
Presolved problem: 0 general integer, 886 binary, 902 continuous
Clique table size: 345
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        0        0        NA                   6.4547726204e+01     NA          8.2   
Cut generation started.
0        2        0        0        NA                   6.4547728026e+01     NA          14.7  
Cut generation terminated. Time = 1.15
15       18       16       3        NA                   6.4689444223e+01     NA          24.9  
31       34       26       4        NA                   6.4737011999e+01     NA          27.6  
54       57       49       4        NA                   6.4778111469e+01     NA          30.4  
99       101      70       4        NA                   6.4803405110e+01     NA          35.9  
152      152      117      4        NA                   6.4860246617e+01     NA          39.5  
206      207      159      4        NA                   6.4860246617e+01     NA          44.2  
317      314      224      6        NA                   6.4999054352e+01     NA          51.0  
533      533      380      10       NA                   6.5024043608e+01     NA          61.7  
893      877      640      14       NA                   6.5275740425e+01     NA          74.2  
1469     1405     966      20       NA                   6.5275740425e+01     NA          91.0  
2405     2198     1292     28       NA                   6.5275740425e+01     NA          113.5 
3629     3316     1726     39       NA                   6.5472537899e+01     NA          147.7 
5285     4928     2726     18       4.0127201833e+02     6.5512962622e+01     83.67       189.4 
7298     6937     4321     37       4.0127201833e+02     6.5750116741e+01     83.61       250.7 
9322     8938     5941     33       4.0127201833e+02     6.5945845425e+01     83.57       312.0 
11391    10950    7216     56       4.0127201833e+02     6.6126988243e+01     83.52       370.9 
13468    12953    8591     70       4.0127201833e+02     6.6545522149e+01     83.42       430.3 
15511    14946    10066    76       4.0127201833e+02     6.6746192453e+01     83.37       478.7 
17556    16947    11463    78       4.0127201833e+02     6.6746192453e+01     83.37       538.0 
19572    18940    12885    83       4.0127201833e+02     6.7515165425e+01     83.17       590.3 
21624    20943    14251    101      4.0127201833e+02     6.7941415955e+01     83.07       643.1 
