
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #29 (nearly) zero elements are specified in sparse col '' (30) of matrix 'A'.
MOSEK warning 710: #28 (nearly) zero elements are specified in sparse col '' (31) of matrix 'A'.
MOSEK warning 710: #27 (nearly) zero elements are specified in sparse col '' (32) of matrix 'A'.
MOSEK warning 710: #26 (nearly) zero elements are specified in sparse col '' (33) of matrix 'A'.
MOSEK warning 710: #25 (nearly) zero elements are specified in sparse col '' (34) of matrix 'A'.
MOSEK warning 710: #24 (nearly) zero elements are specified in sparse col '' (35) of matrix 'A'.
MOSEK warning 710: #23 (nearly) zero elements are specified in sparse col '' (36) of matrix 'A'.
MOSEK warning 710: #22 (nearly) zero elements are specified in sparse col '' (37) of matrix 'A'.
MOSEK warning 710: #21 (nearly) zero elements are specified in sparse col '' (38) of matrix 'A'.
MOSEK warning 710: #20 (nearly) zero elements are specified in sparse col '' (39) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 2803            
  Cones                  : 1               
  Scalar variables       : 1803            
  Matrix variables       : 0               
  Integer variables      : 900             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 5.11
Presolved problem: 1788 variables, 1002 constraints, 43232 non-zeros
Presolved problem: 0 general integer, 886 binary, 902 continuous
Clique table size: 378
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        0        0        NA                   7.3521509568e+01     NA          8.2   
Cut generation started.
0        2        0        0        NA                   7.3521509568e+01     NA          14.3  
Cut generation terminated. Time = 1.25
15       17       12       3        NA                   7.3695689272e+01     NA          22.8  
44       42       33       3        NA                   7.3860740051e+01     NA          27.1  
70       70       59       3        NA                   7.3969419303e+01     NA          30.5  
120      108      85       3        NA                   7.4107239024e+01     NA          34.3  
174      159      129      3        NA                   7.4107239024e+01     NA          37.5  
223      208      170      3        NA                   7.4301522158e+01     NA          41.5  
337      312      250      9        NA                   7.4870922330e+01     NA          48.2  
553      505      398      12       NA                   7.5377668811e+01     NA          57.1  
913      818      614      12       NA                   7.7643588329e+01     NA          72.1  
1489     1255     804      17       NA                   7.7643588329e+01     NA          85.2  
2281     1871     1096     24       NA                   8.4378785522e+01     NA          102.8 
3361     2758     1476     32       4.6839986444e+02     8.4378785522e+01     81.99       126.4 
4801     4011     2258     45       4.6839986444e+02     8.4659197892e+01     81.93       163.6 
6906     5986     3759     20       4.6839986444e+02     8.4745129238e+01     81.91       224.8 
9029     7984     5380     49       4.6839986444e+02     8.4788165641e+01     81.90       283.1 
11177    9985     6772     60       4.6839986444e+02     8.4788165641e+01     81.90       337.9 
13276    11983    8207     66       4.6839986444e+02     8.5234300696e+01     81.80       390.9 
15368    13986    9721     81       4.6839986444e+02     8.5423803709e+01     81.76       444.0 
17434    15983    11167    96       4.6839986444e+02     8.5423803709e+01     81.76       495.8 
19528    17985    12545    63       4.6839986444e+02     8.5757934886e+01     81.69       545.6 
21637    19990    14010    83       4.6839986444e+02     8.5829870287e+01     81.68       594.1 
23759    21980    15430    82       4.6839986444e+02     8.6151010324e+01     81.61       643.1 
25826    23980    16827    101      4.6839986444e+02     8.6327141825e+01     81.57       685.4 
27867    25965    18296    124      4.6839986444e+02     8.6575992650e+01     81.52       732.3 
29917    27951    19656    128      4.6839986444e+02     8.6905065138e+01     81.45       782.8 
32048    29948    21083    75       4.6839986444e+02     8.7304112584e+01     81.36       827.2 
34148    31874    22347    89       4.6839986444e+02     8.7852793675e+01     81.24       873.3 
36199    33867    23664    66       4.6839986444e+02     8.8003173904e+01     81.21       920.6 
38223    35857    25042    95       4.6839986444e+02     8.8109134096e+01     81.19       969.6 
40367    37858    26216    81       4.6839986444e+02     8.8109134096e+01     81.19       1013.5
42440    39845    27591    104      4.6839986444e+02     8.8312012990e+01     81.15       1062.2
44535    41838    28928    113      4.6839986444e+02     8.9163915742e+01     80.96       1106.3
46579    43833    30160    99       4.6839986444e+02     8.9416684505e+01     80.91       1148.9
48649    45818    31538    77       4.6839986444e+02     8.9647299663e+01     80.86       1194.6
50817    47810    32816    217      4.6839986444e+02     9.1069973604e+01     80.56       1237.4
52917    49809    34024    237      4.6839986444e+02     9.1561615082e+01     80.45       1279.3
54966    51793    35415    252      4.6839986444e+02     9.2904463734e+01     80.17       1325.4
57052    53778    36775    109      4.6839986444e+02     9.3723894612e+01     79.99       1367.9
59209    55767    38116    85       4.6839986444e+02     9.5175586858e+01     79.68       1411.6
61343    57751    39426    232      4.6839986444e+02     9.5175586858e+01     79.68       1456.9
63441    59735    40812    281      4.6839986444e+02     9.6266227306e+01     79.45       1501.3
65576    61721    42113    99       4.6839986444e+02     9.7657497046e+01     79.15       1544.8
67690    63712    43381    117      4.6839986444e+02     9.8125163299e+01     79.05       1589.2
69862    65703    44681    105      4.6839986444e+02     9.8157221801e+01     79.04       1634.8
71983    67696    46074    104      4.6839986444e+02     9.8525168188e+01     78.97       1678.7
74032    69631    47413    99       4.6839986444e+02     9.8534325156e+01     78.96       1720.9
76112    71620    48825    140      4.6839986444e+02     9.8675211500e+01     78.93       1757.8
78237    73613    50244    80       4.6839986444e+02     9.8861017190e+01     78.89       1793.9
80413    75603    51494    93       4.6839986444e+02     9.9020870307e+01     78.86       1826.6
82526    77580    52893    105      4.6839986444e+02     9.9354817199e+01     78.79       1863.1
84668    79572    54287    170      4.6839986444e+02     9.9354817199e+01     78.79       1901.3
86802    81561    55553    139      4.6839986444e+02     9.9554912269e+01     78.75       1942.6
88949    83548    56956    148      4.6839986444e+02     9.9715020318e+01     78.71       1987.3
91087    85533    58228    167      4.6839986444e+02     9.9846700001e+01     78.68       2030.4
93214    87524    59581    149      4.6839986444e+02     1.0038985845e+02     78.57       2073.0
95316    89515    61005    113      4.6839986444e+02     1.0061211799e+02     78.52       2118.1
97486    91506    62343    134      4.6839986444e+02     1.0070632431e+02     78.50       2165.1
99669    93499    63664    65       4.6839986444e+02     1.0083505870e+02     78.47       2208.8
101758   95488    65097    40       4.6839986444e+02     1.0089561166e+02     78.46       2252.4
103961   97481    66462    66       4.6839986444e+02     1.0098696667e+02     78.44       2296.8
106079   99478    67746    177      4.6839986444e+02     1.0121531420e+02     78.39       2342.0
108158   101473   69175    63       4.6839986444e+02     1.0136148295e+02     78.36       2390.3
110286   103465   70565    160      4.6839986444e+02     1.0136719957e+02     78.36       2439.1
112336   105395   71959    26       4.6839986444e+02     1.0147565580e+02     78.34       2486.0
