
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #14 (nearly) zero elements are specified in sparse col '' (20) of matrix 'A'.
MOSEK warning 710: #18 (nearly) zero elements are specified in sparse col '' (21) of matrix 'A'.
MOSEK warning 710: #17 (nearly) zero elements are specified in sparse col '' (22) of matrix 'A'.
MOSEK warning 710: #16 (nearly) zero elements are specified in sparse col '' (23) of matrix 'A'.
MOSEK warning 710: #15 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #9 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (26) of matrix 'A'.
MOSEK warning 710: #12 (nearly) zero elements are specified in sparse col '' (27) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (28) of matrix 'A'.
MOSEK warning 710: #10 (nearly) zero elements are specified in sparse col '' (29) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 1268            
  Cones                  : 1               
  Scalar variables       : 803             
  Matrix variables       : 0               
  Integer variables      : 400             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 4.93
Presolved problem: 793 variables, 467 constraints, 13197 non-zeros
Presolved problem: 0 general integer, 391 binary, 402 continuous
Clique table size: 434
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        0        0        NA                   4.5772120124e+01     NA          6.1   
Cut generation started.
0        2        0        0        NA                   4.5772120124e+01     NA          10.5  
Cut generation terminated. Time = 1.11
15       19       14       3        NA                   4.6077020877e+01     NA          13.7  
28       32       27       3        NA                   4.6239885109e+01     NA          14.7  
54       57       45       3        NA                   4.6471692016e+01     NA          16.0  
94       98       83       3        NA                   4.6797215647e+01     NA          18.4  
160      168      139      3        NA                   4.6797215647e+01     NA          21.7  
221      232      196      3        NA                   4.7280488328e+01     NA          23.4  
361      379      314      8        NA                   4.9968594299e+01     NA          25.6  
649      670      584      11       NA                   4.9982925932e+01     NA          30.6  
1225     1238     962      18       NA                   5.2842134851e+01     NA          36.6  
2161     2128     1246     26       2.0325000685e+02     5.2842134851e+01     74.00       44.4  
3385     3310     1996     16       2.0257784829e+02     5.3042041044e+01     73.82       54.8  
5329     5200     3120     35       2.0141179543e+02     5.3293370483e+01     73.54       71.0  
7435     7288     4532     53       2.0141179543e+02     5.3366048950e+01     73.50       87.7  
9569     9367     6020     58       2.0141179543e+02     5.3427540886e+01     73.47       103.4 
11738    11446    7407     62       2.0141179543e+02     5.3570805962e+01     73.40       119.6 
13880    13537    8871     74       2.0141179543e+02     5.4129122651e+01     73.13       136.5 
16051    15618    10302    84       2.0141179543e+02     5.4982438199e+01     72.70       150.7 
18235    17695    11784    14       2.0141179543e+02     5.5954866584e+01     72.22       163.2 
20474    19770    13177    15       2.0141179543e+02     5.6420705057e+01     71.99       176.2 
22706    21853    14527    59       2.0141179543e+02     5.6979119260e+01     71.71       188.3 
24978    23937    15935    44       2.0141179543e+02     5.9015285155e+01     70.70       201.5 
27235    26014    17276    30       2.0141179543e+02     6.0056591880e+01     70.18       213.3 
29467    28100    18688    63       2.0141179543e+02     6.0618669213e+01     69.90       226.5 
31710    30183    20121    42       2.0141179543e+02     6.1269169346e+01     69.58       239.3 
33993    32266    21450    45       2.0141179543e+02     6.1786411893e+01     69.32       251.8 
36246    34344    22801    46       2.0141179543e+02     6.1916597683e+01     69.26       263.2 
38469    36435    24216    80       2.0141179543e+02     6.3688037225e+01     68.38       275.4 
40761    38521    25642    64       2.0141179543e+02     6.3960440773e+01     68.24       290.7 
43032    40603    27025    72       2.0141179543e+02     6.4036719797e+01     68.21       303.7 
45273    42688    28526    62       2.0141179543e+02     6.4354678059e+01     68.05       319.3 
47464    44723    29843    72       2.0141179543e+02     6.4510731872e+01     67.97       333.6 
49713    46804    31198    92       2.0141179543e+02     6.4781869391e+01     67.84       350.6 
51925    48897    32566    121      2.0141179543e+02     6.4924514076e+01     67.77       366.2 
54127    50984    33952    62       2.0141179543e+02     6.5126422281e+01     67.67       383.5 
56344    53068    35423    74       2.0141179543e+02     6.5303368671e+01     67.58       398.6 
58573    55144    36744    89       2.0141179543e+02     6.5653808496e+01     67.40       413.6 
60800    57230    38145    44       2.0141179543e+02     6.5834029357e+01     67.31       430.7 
63047    59320    39554    103      2.0141179543e+02     6.6111342939e+01     67.18       447.1 
65278    61413    40995    103      2.0141179543e+02     6.6198834919e+01     67.13       463.7 
67507    63509    42338    72       2.0131865188e+02     6.6494180719e+01     66.97       478.1 
69718    65605    43703    72       2.0131865188e+02     6.6602302730e+01     66.92       492.8 
71978    67696    44991    59       2.0131865188e+02     6.6753581047e+01     66.84       505.7 
74213    69798    46322    72       2.0131865188e+02     6.7160028508e+01     66.64       522.6 
76436    71899    47705    87       2.0131865188e+02     6.7439603624e+01     66.50       536.8 
78654    74002    49115    51       2.0131865188e+02     6.7596953329e+01     66.42       552.1 
80872    76102    50473    80       2.0131865188e+02     6.7829082325e+01     66.31       567.5 
83115    78199    51810    74       2.0131865188e+02     6.8233517007e+01     66.11       582.2 
85271    80242    53132    52       2.0131865056e+02     6.8595598924e+01     65.93       598.8 
87537    82346    54502    18       2.0131865056e+02     6.8727761304e+01     65.86       613.0 
89750    84444    55893    80       2.0131865056e+02     6.8827137046e+01     65.81       628.0 
91974    86540    57261    58       2.0131865056e+02     6.9028227191e+01     65.71       643.8 
94187    88635    58596    23       2.0131865056e+02     6.9156295482e+01     65.65       657.0 
96369    90738    59956    26       2.0131865056e+02     6.9330909773e+01     65.56       671.3 
98611    92847    61254    48       2.0131865056e+02     6.9407180643e+01     65.52       686.3 
100798   94951    62549    32       2.0131865056e+02     6.9418631797e+01     65.52       699.8 
102992   97045    63921    42       2.0131865056e+02     6.9515325584e+01     65.47       715.1 
105219   99153    65310    45       2.0131865056e+02     6.9660905504e+01     65.40       729.9 
107460   101260   66649    75       2.0131865056e+02     6.9748014390e+01     65.35       746.0 
109693   103371   68050    61       2.0131865056e+02     6.9823266447e+01     65.32       759.6 
111917   105477   69382    43       2.0112716070e+02     6.9886639760e+01     65.25       772.9 
114128   107579   70769    52       2.0112716070e+02     6.9969288386e+01     65.21       787.8 
116338   109689   72075    51       2.0112716070e+02     7.0015457788e+01     65.19       803.6 
118550   111797   73409    54       2.0112716070e+02     7.0056668348e+01     65.17       817.5 
120764   113905   74725    50       2.0112716070e+02     7.0114171565e+01     65.14       832.0 
122916   115953   76097    32       2.0112716070e+02     7.0179784246e+01     65.11       848.9 
125122   118058   77413    50       2.0112716070e+02     7.0244056598e+01     65.07       862.9 
127350   120161   78703    93       2.0112716070e+02     7.0286706303e+01     65.05       877.7 
